transaction_id,customer_id,product,category,quantity,price,revenue,date,region
49027,3884,Bicycle,Sports,2,396.21,792.42,2023-08-15,West
49028,1601,Plant,Home & Garden,4,181.48,725.92,2023-12-11,North
49029,3817,Dumbbell,Sports,1,148.97,148.97,2024-08-19,East
49030,3720,Running Shoes,Sports,10,76.42,764.2,2023-04-07,Central
49031,1175,Headphones,Electronics,4,458.64,1834.56,2023-06-07,East
49032,3852,Smartphone,Electronics,3,368.95,1106.85,2023-02-05,Central
49033,4160,Biography,Books,3,447.34,1342.02,2023-10-07,North
49034,1638,Smartphone,Electronics,4,327.81,1311.24,2024-07-09,North
49035,4430,Yoga Mat,Sports,8,171.13,1369.04,2023-12-22,East
49036,4357,Self-Help,Books,1,152.91,152.91,2024-01-01,North
49037,1296,Laptop,Electronics,1,410.37,410.37,2023-03-31,East
49038,2283,Headphones,Electronics,5,220.35,1101.75,2024-04-26,South
49039,2874,Dumbbell,Sports,7,,,2023-09-20,West
49040,1474,Lamp,Home & Garden,3,344.64,1033.92,2024-12-17,Central
49041,4827,Fiction Novel,Books,1,258.99,258.99,2023-09-05,West
49042,2646,Laptop,Electronics,7,252.44,1767.08,2023-08-25,West
49043,2958,Bicycle,Sports,2,140.65,281.3,2023-08-07,East
49044,3583,Laptop,Electronics,5,143.24,716.2,2023-01-01,West
49045,4633,Plant,Home & Garden,3,38.63,115.89,2023-12-02,South
49046,2060,Jeans,Clothing,10,331.37,3313.7,2024-05-20,East
49047,4252,Cookbook,Books,7,491.33,3439.31,2024-08-25,North
49048,2788,Biography,Books,6,74.7,448.2,2024-06-13,East
49049,1024,Yoga Mat,Sports,5,308.38,1541.9,2023-04-14,North
49050,1348,Bicycle,Sports,5,148.79,743.95,2024-08-15,Central
49051,1636,Laptop,Electronics,1,196.18,196.18,2024-05-04,South
49052,4614,Self-Help,Books,8,229.93,1839.44,2024-01-04,
49053,4820,Smartphone,Electronics,2,107.14,214.28,2023-05-06,North
49054,1226,T-Shirt,Clothing,8,247.54,1980.32,2024-02-21,South
49055,2371,Biography,Books,8,13.56,108.48,2024-03-20,East
49056,1037,Jeans,Clothing,1,403.1,403.1,2024-01-05,North
49057,2406,Headphones,Electronics,9,185.25,1667.25,2024-06-05,South
49058,3617,Plant,Home & Garden,8,,,2024-04-21,
49059,3283,Jacket,Clothing,4,447.82,1791.28,2024-05-03,South
49060,2204,Plant,Home & Garden,5,140.62,703.1,2023-09-24,West
49061,3161,Self-Help,Books,4,268.58,1074.32,2024-07-31,West
49062,3353,Plant,Home & Garden,9,23.93,215.37,2023-10-25,South
49063,3179,Chair,Home & Garden,6,442.09,2652.54,2023-08-18,North
49064,1347,Smartphone,Electronics,3,329.94,989.82,2023-04-10,East
49065,2203,Tablet,Electronics,5,416.73,2083.65,2023-08-29,East
49066,3462,Tablet,Electronics,8,18.36,146.88,2024-11-07,North
49067,1982,Tablet,Electronics,6,313.43,1880.58,2023-12-08,South
49068,4661,Fiction Novel,Books,4,153.38,613.52,2024-06-09,South
49069,1731,Tablet,Electronics,6,,,2024-05-08,East
49070,3701,Biography,Books,7,157.36,1101.52,2024-04-26,South
49071,3432,Biography,Books,10,,,2024-01-24,South
49072,3559,Chair,Home & Garden,3,44.17,132.51,2024-02-28,East
49073,2066,Cookbook,Books,1,301.14,301.14,2024-06-05,East
49074,2503,Laptop,Electronics,5,106.87,534.35,2024-03-26,South
49075,2141,Dumbbell,Sports,10,274.31,2743.1,2023-06-04,North
49076,2594,Rug,Home & Garden,2,381.72,763.44,2023-01-19,North
49077,3108,Fiction Novel,Books,8,446.98,3575.84,2024-08-05,Central
49078,3600,Lamp,Home & Garden,8,463.6,3708.8,2023-12-30,East
49079,2809,Fiction Novel,Books,5,131.24,656.2,2024-12-12,North
49080,3235,Biography,Books,5,125.6,628.0,2023-12-12,Central
49081,1452,Rug,Home & Garden,9,47.43,426.87,2024-06-29,North
49082,3894,Chair,Home & Garden,3,452.92,1358.76,2024-06-07,West
49083,3234,Shoes,Clothing,3,323.86,971.58,2024-04-30,West
49084,3985,Jeans,Clothing,8,489.29,3914.32,2023-04-03,East
49085,4535,Smartphone,Electronics,2,,,2023-12-23,East
49086,2763,Biography,Books,2,376.26,752.52,2024-06-30,North
49087,1163,Lamp,Home & Garden,1,452.02,452.02,2023-02-19,East
49088,2447,Yoga Mat,Sports,5,350.15,1750.75,2023-05-30,East
49089,4869,Rug,Home & Garden,5,473.9,2369.5,2024-11-23,South
49090,1101,T-Shirt,Clothing,5,74.68,373.4,2023-11-21,Central
49091,4338,Plant,Home & Garden,6,269.42,1616.52,2023-11-06,South
49092,4707,Yoga Mat,Sports,10,,,2024-12-24,South
49093,4224,Rug,Home & Garden,8,415.65,3325.2,2023-11-25,South
49094,2452,Chair,Home & Garden,9,344.64,3101.76,2023-04-12,South
49095,1690,Yoga Mat,Sports,6,100.32,601.92,2024-02-13,North
49096,2450,Jacket,Clothing,10,189.24,1892.4,2023-12-11,East
49097,3625,Plant,Home & Garden,1,428.97,428.97,2023-07-06,East
49098,3658,Shoes,Clothing,1,99.41,99.41,2023-10-24,
49099,2966,Running Shoes,Sports,9,89.6,806.4,2024-07-30,Central
49100,1535,Plant,Home & Garden,1,,,2024-11-23,North
49101,4404,Rug,Home & Garden,9,239.22,2152.98,2024-04-13,North
49102,3808,Biography,Books,2,369.97,739.94,2024-12-24,Central
49103,3025,Headphones,Electronics,3,268.99,806.97,2023-04-29,West
49104,2700,Yoga Mat,Sports,1,470.6,470.6,2023-12-29,West
49105,3943,Jeans,Clothing,3,404.28,1212.84,2023-09-20,Central
49106,2463,Dumbbell,Sports,8,169.74,1357.92,2024-01-30,
49107,2629,Cookbook,Books,10,126.03,1260.3,2024-11-20,North
49108,4018,Bicycle,Sports,6,96.4,578.4,2024-12-25,East
49109,2878,Headphones,Electronics,5,21.19,105.95,2023-01-01,Central
49110,1123,Running Shoes,Sports,9,402.75,3624.75,2024-09-29,West
49111,4373,Jeans,Clothing,9,,,2024-06-28,West
49112,3715,Jacket,Clothing,5,128.32,641.6,2024-12-20,South
49113,3396,Tablet,Electronics,4,267.64,1070.56,2024-09-27,North
49114,1248,Biography,Books,9,258.99,2330.91,2024-07-22,South
49115,2971,Plant,Home & Garden,8,303.92,2431.36,2024-01-05,North
49116,2294,Plant,Home & Garden,3,173.94,521.82,2023-08-04,Central
49117,2452,Headphones,Electronics,2,113.59,227.18,2024-01-16,East
49118,2593,Headphones,Electronics,5,426.22,2131.1,2024-10-28,Central
49119,3754,T-Shirt,Clothing,10,465.66,4656.6,2024-03-03,South
49120,1712,Headphones,Electronics,8,14.94,119.52,2024-06-11,West
49121,4655,T-Shirt,Clothing,8,73.52,588.16,2024-10-20,East
49122,4054,Bicycle,Sports,3,14.98,44.94,2024-09-12,Central
49123,1246,Jeans,Clothing,1,307.93,307.93,2024-04-16,South
49124,1480,T-Shirt,Clothing,1,252.54,252.54,2023-07-16,
49125,3145,Yoga Mat,Sports,2,385.16,770.32,2023-01-04,East
49126,3376,Shoes,Clothing,7,492.04,3444.28,2023-01-29,East
49127,4664,Chair,Home & Garden,1,93.43,93.43,2023-09-30,West
49128,2448,Jeans,Clothing,7,371.78,2602.46,2024-03-01,North
49129,4648,Headphones,Electronics,9,21.24,191.16,2024-11-25,North
49130,4495,Jacket,Clothing,10,151.78,1517.8,2023-06-17,South
49131,2028,Bicycle,Sports,7,260.66,1824.62,2023-05-16,East
49132,3013,Smartphone,Electronics,5,449.54,2247.7,2024-07-23,North
49133,1458,Yoga Mat,Sports,3,366.91,1100.73,2024-12-07,South
49134,3843,Dumbbell,Sports,5,94.69,473.45,2024-01-28,South
49135,4877,Plant,Home & Garden,8,152.46,1219.68,2023-07-30,South
49136,1592,Biography,Books,8,45.41,363.28,2024-07-09,East
49137,1497,Rug,Home & Garden,7,168.45,1179.15,2024-08-17,Central
49138,3134,Bicycle,Sports,3,89.01,267.03,2023-09-30,West
49139,3449,Bicycle,Sports,9,194.07,1746.63,2024-04-29,West
49140,2316,Yoga Mat,Sports,4,332.74,1330.96,2024-12-20,North
49141,4994,Bicycle,Sports,5,11.52,57.6,2024-06-05,North
49142,4352,Running Shoes,Sports,1,167.85,167.85,2023-11-09,East
49143,1196,Rug,Home & Garden,8,225.23,1801.84,2023-07-25,Central
49144,3811,Self-Help,Books,7,481.36,3369.52,2024-11-01,Central
49145,4154,Running Shoes,Sports,6,46.52,279.12,2024-03-04,Central
49146,1026,Cookbook,Books,7,239.08,1673.56,2023-07-22,East
49147,4916,Smartphone,Electronics,10,199.47,1994.7,2024-11-15,South
49148,2717,T-Shirt,Clothing,10,380.22,3802.2,2023-01-27,North
49149,3182,Dumbbell,Sports,3,70.91,212.73,2024-11-03,Central
49150,2113,Bicycle,Sports,8,158.99,1271.92,2023-11-21,East
49151,3253,Yoga Mat,Sports,5,440.45,2202.25,2023-11-24,West
49152,4098,T-Shirt,Clothing,4,334.66,1338.64,2024-04-03,East
49153,4449,Fiction Novel,Books,9,373.12,3358.08,2024-03-29,Central
49154,4642,Chair,Home & Garden,10,343.99,3439.9,2024-08-11,South
49155,4655,Yoga Mat,Sports,10,75.48,754.8,2023-02-22,West
49156,2438,Jeans,Clothing,10,,,2023-07-14,East
49157,4298,Tablet,Electronics,1,91.75,91.75,2023-09-14,South
49158,1602,T-Shirt,Clothing,8,261.61,2092.88,2023-04-21,South
49159,2091,Yoga Mat,Sports,4,221.85,887.4,2024-03-18,South
49160,1361,Self-Help,Books,10,348.91,3489.1,2023-08-08,North
49161,2283,Fiction Novel,Books,1,192.73,192.73,2023-08-20,North
49162,3705,Laptop,Electronics,4,324.57,1298.28,2024-11-14,South
49163,2086,Running Shoes,Sports,3,305.92,917.76,2023-07-10,South
49164,4926,Headphones,Electronics,9,421.88,3796.92,2023-04-07,North
49165,3015,Headphones,Electronics,8,206.27,1650.16,2023-06-23,North
49166,1971,Yoga Mat,Sports,5,167.02,835.1,2024-07-15,North
49167,2715,Cookbook,Books,2,464.44,928.88,2024-12-25,East
49168,4027,Biography,Books,5,186.88,934.4,2023-08-31,Central
49169,2646,Self-Help,Books,5,79.8,399.0,2024-05-12,West
49170,2726,Fiction Novel,Books,7,443.43,3104.01,2024-04-18,Central
49171,3988,Cookbook,Books,7,336.48,2355.36,2023-09-02,South
49172,1907,Tablet,Electronics,6,77.98,467.88,2023-12-03,West
49173,4463,Rug,Home & Garden,1,486.95,486.95,2024-03-04,South
49174,1245,Yoga Mat,Sports,8,161.5,1292.0,2024-03-17,West
49175,3325,Lamp,Home & Garden,1,325.17,325.17,2023-12-18,West
49176,1346,Laptop,Electronics,5,81.13,405.65,2023-09-14,West
49177,2960,Yoga Mat,Sports,8,154.44,1235.52,2023-07-03,North
49178,1371,Smartphone,Electronics,2,449.84,899.68,2023-10-12,East
49179,1808,Running Shoes,Sports,10,468.14,4681.4,2024-10-08,South
49180,3896,Jeans,Clothing,10,317.58,3175.8,2024-08-04,South
49181,3170,Tablet,Electronics,7,116.21,813.47,2023-09-10,South
49182,4128,Tablet,Electronics,6,31.07,186.42,2023-04-05,West
49183,1159,T-Shirt,Clothing,1,286.88,286.88,2024-10-05,Central
49184,2150,Cookbook,Books,9,163.15,1468.35,2024-08-03,West
49185,3784,Shoes,Clothing,9,196.94,1772.46,2024-04-15,North
49186,4678,T-Shirt,Clothing,10,,,2024-11-17,Central
49187,2334,Plant,Home & Garden,1,311.46,311.46,2024-04-07,North
49188,1517,Plant,Home & Garden,3,89.05,267.15,2023-07-24,South
49189,3982,Cookbook,Books,1,37.99,37.99,2024-07-10,Central
49190,2288,Plant,Home & Garden,9,268.4,2415.6,2023-04-15,South
49191,1745,Self-Help,Books,9,268.62,2417.58,2023-10-17,East
49192,3335,Jeans,Clothing,2,425.05,850.1,2023-04-12,North
49193,1419,Chair,Home & Garden,10,162.61,1626.1,2023-05-23,East
49194,4967,Biography,Books,5,499.75,2498.75,2023-09-11,East
49195,2551,Fiction Novel,Books,3,241.75,725.25,2023-12-10,Central
49196,1139,Chair,Home & Garden,10,336.38,3363.8,2024-05-25,Central
49197,2832,Running Shoes,Sports,10,455.18,4551.8,2024-01-07,
49198,1706,Plant,Home & Garden,6,97.41,584.46,2023-01-03,North
49199,1697,Fiction Novel,Books,9,341.31,3071.79,2024-09-16,East
49200,4034,Bicycle,Sports,8,293.33,2346.64,2023-10-14,East
49201,1474,Plant,Home & Garden,10,260.43,2604.3,2023-06-20,Central
49202,4976,Jacket,Clothing,3,238.75,716.25,2024-10-28,West
49203,2660,Headphones,Electronics,10,330.06,3300.6,2023-06-26,Central
49204,4600,Lamp,Home & Garden,1,103.17,103.17,2023-02-09,East
49205,2901,Plant,Home & Garden,4,199.05,796.2,2023-02-21,East
49206,3436,Headphones,Electronics,9,178.05,1602.45,2023-02-23,
49207,1510,Yoga Mat,Sports,8,57.75,462.0,2023-12-18,East
49208,1537,Headphones,Electronics,7,15.15,106.05,2023-03-06,North
49209,3260,Yoga Mat,Sports,9,337.77,3039.93,2023-11-07,East
49210,3944,Biography,Books,3,111.91,335.73,2023-01-23,East
49211,2536,Yoga Mat,Sports,8,324.2,2593.6,2024-08-24,East
49212,4874,Jacket,Clothing,10,29.12,291.2,2024-02-20,West
49213,2288,Smartphone,Electronics,6,191.95,1151.7,2024-05-22,West
49214,2366,Shoes,Clothing,4,495.7,1982.8,2024-09-07,Central
49215,2061,Jeans,Clothing,5,20.67,103.35,2023-10-10,South
49216,1232,Tablet,Electronics,7,78.08,546.56,2024-10-25,Central
49217,3307,Dumbbell,Sports,1,429.32,429.32,2023-12-24,North
49218,1307,Jacket,Clothing,3,161.28,483.84,2024-08-19,Central
49219,1402,Shoes,Clothing,6,75.18,451.08,2023-06-09,East
49220,1996,Yoga Mat,Sports,10,206.95,2069.5,2024-05-23,North
49221,2284,T-Shirt,Clothing,6,434.96,2609.76,2024-09-10,Central
49222,2499,Chair,Home & Garden,2,108.89,217.78,2024-09-15,
49223,1749,Tablet,Electronics,9,469.03,4221.27,2024-07-08,Central
49224,2129,Dumbbell,Sports,6,496.38,2978.28,2023-06-17,South
49225,4318,Chair,Home & Garden,8,282.51,2260.08,2023-12-28,East
49226,1303,Rug,Home & Garden,9,349.73,3147.57,2024-06-07,East
49227,3390,Bicycle,Sports,2,251.97,503.94,2023-10-16,Central
49228,2470,Self-Help,Books,10,386.76,3867.6,2023-05-06,East
49229,2061,Jeans,Clothing,4,,,2023-11-21,West
49230,4891,Jacket,Clothing,1,411.44,411.44,2024-01-05,Central
49231,1854,Biography,Books,3,335.15,1005.45,2024-03-17,East
49232,2069,Self-Help,Books,5,343.79,1718.95,2023-02-08,East
49233,2745,Self-Help,Books,4,224.63,898.52,2023-09-07,West
49234,2628,Jacket,Clothing,9,,,2024-02-15,West
49235,4291,Laptop,Electronics,10,317.76,3177.6,2024-01-05,Central
49236,3303,Shoes,Clothing,5,146.25,731.25,2023-09-19,North
49237,3184,Smartphone,Electronics,3,464.44,1393.32,2023-10-25,
49238,2254,Jacket,Clothing,5,323.58,1617.9,2023-12-16,North
49239,1817,Smartphone,Electronics,9,298.3,2684.7,2024-08-27,Central
49240,2737,Laptop,Electronics,9,329.84,2968.56,2023-04-24,East
49241,4649,Rug,Home & Garden,3,414.09,1242.27,2024-06-15,East
49242,1972,T-Shirt,Clothing,6,497.28,2983.68,2023-12-01,East
49243,1037,Tablet,Electronics,5,182.31,911.55,2023-11-13,East
49244,2178,Plant,Home & Garden,5,426.79,2133.95,2023-05-18,East
49245,4574,Jacket,Clothing,1,173.76,173.76,2023-01-04,West
49246,1104,Smartphone,Electronics,2,476.74,953.48,2024-05-10,North
49247,1254,Rug,Home & Garden,2,486.21,972.42,2023-09-24,West
49248,4475,Self-Help,Books,2,340.58,681.16,2024-12-27,North
49249,3535,Tablet,Electronics,3,90.3,270.9,2024-12-19,East
49250,2981,Lamp,Home & Garden,7,469.35,3285.45,2024-05-09,North
49251,3505,Laptop,Electronics,4,51.05,204.2,2024-03-27,North
49252,3575,Jacket,Clothing,1,20.72,20.72,2024-10-05,South
49253,1590,Plant,Home & Garden,1,99.56,99.56,2023-01-21,West
49254,1524,T-Shirt,Clothing,9,329.03,2961.27,2024-01-31,North
49255,1369,Lamp,Home & Garden,5,124.27,621.35,2023-04-29,West
49256,1101,Headphones,Electronics,9,317.93,2861.37,2023-11-28,East
49257,3963,Jeans,Clothing,4,148.88,595.52,2024-06-23,North
49258,1663,Running Shoes,Sports,2,125.22,250.44,2024-09-04,East
49259,1689,Yoga Mat,Sports,7,327.57,2292.99,2023-01-17,Central
49260,2926,Running Shoes,Sports,4,470.09,1880.36,2024-02-22,North
49261,3646,Bicycle,Sports,10,437.32,4373.2,2023-09-06,South
49262,3647,Rug,Home & Garden,9,61.31,551.79,2023-08-17,North
49263,3588,Shoes,Clothing,9,194.86,1753.74,2024-02-15,Central
49264,2535,Chair,Home & Garden,5,352.44,1762.2,2023-06-03,North
49265,3436,Shoes,Clothing,9,,,2023-08-02,West
49266,3410,Yoga Mat,Sports,7,465.58,3259.06,2024-12-22,East
49267,3028,Cookbook,Books,10,70.44,704.4,2023-11-03,West
49268,1930,Tablet,Electronics,3,495.99,1487.97,2024-06-27,North
49269,2856,Yoga Mat,Sports,1,479.98,479.98,2024-07-15,West
49270,3659,Yoga Mat,Sports,4,19.12,76.48,2023-02-21,North
49271,4186,Cookbook,Books,1,146.89,146.89,2023-09-01,North
49272,3769,Chair,Home & Garden,9,284.13,2557.17,2023-09-19,North
49273,2989,Chair,Home & Garden,10,418.92,4189.2,2024-10-11,Central
49274,3390,T-Shirt,Clothing,1,306.93,306.93,2024-08-09,West
49275,4145,Headphones,Electronics,5,335.32,1676.6,2023-10-13,Central
49276,3182,Jacket,Clothing,7,37.82,264.74,2024-05-29,Central
49277,3987,Bicycle,Sports,8,39.2,313.6,2023-02-21,East
49278,4852,Rug,Home & Garden,6,79.35,476.1,2023-11-29,South
49279,2885,Bicycle,Sports,1,437.85,437.85,2024-10-29,South
49280,1977,Running Shoes,Sports,10,344.6,3446.0,2024-01-20,Central
49281,4661,Plant,Home & Garden,4,178.79,715.16,2023-08-23,West
49282,2994,Running Shoes,Sports,1,73.06,73.06,2024-07-11,Central
49283,1379,Bicycle,Sports,5,259.85,1299.25,2023-08-23,Central
49284,2513,Tablet,Electronics,5,29.39,146.95,2024-02-07,West
49285,2148,Jeans,Clothing,1,387.03,387.03,2024-12-11,Central
49286,3085,Tablet,Electronics,3,482.5,1447.5,2024-10-19,North
49287,1780,Biography,Books,2,269.41,538.82,2023-12-10,West
49288,1309,Smartphone,Electronics,6,47.42,284.52,2024-08-10,East
49289,3153,Jeans,Clothing,9,405.35,3648.15,2023-11-29,South
49290,1555,Smartphone,Electronics,6,386.13,2316.78,2024-01-21,West
49291,4296,Fiction Novel,Books,10,418.83,4188.3,2023-02-10,Central
49292,4313,Running Shoes,Sports,8,240.43,1923.44,2023-10-03,Central
49293,1396,Bicycle,Sports,3,90.15,270.45,2023-08-11,West
49294,3200,Smartphone,Electronics,1,239.66,239.66,2023-12-11,South
49295,3583,Cookbook,Books,1,310.87,310.87,2023-11-28,
49296,4707,Jacket,Clothing,1,174.86,174.86,2024-02-23,North
49297,4868,Biography,Books,6,114.5,687.0,2023-02-21,North
49298,4043,Headphones,Electronics,8,395.55,3164.4,2024-03-05,East
49299,4013,Rug,Home & Garden,5,419.09,2095.45,2024-12-09,North
49300,4473,Rug,Home & Garden,9,488.26,4394.34,2024-02-04,North
49301,2883,Cookbook,Books,7,256.15,1793.05,2023-12-24,East
49302,4844,Smartphone,Electronics,3,485.76,1457.28,2023-12-16,Central
49303,2169,Fiction Novel,Books,10,483.14,4831.4,2024-08-08,South
49304,4262,Smartphone,Electronics,10,257.82,2578.2,2024-09-17,South
49305,3940,T-Shirt,Clothing,8,490.69,3925.52,2023-03-23,North
49306,4748,Chair,Home & Garden,1,352.37,352.37,2023-12-15,West
49307,3630,Yoga Mat,Sports,5,263.19,1315.95,2023-05-09,East
49308,1200,Lamp,Home & Garden,6,292.71,1756.26,2024-10-10,West
49309,2890,Bicycle,Sports,3,186.72,560.16,2024-11-11,North
49310,1011,Tablet,Electronics,6,129.46,776.76,2024-02-11,West
49311,2075,Yoga Mat,Sports,4,59.29,237.16,2024-06-04,Central
49312,2976,T-Shirt,Clothing,4,338.94,1355.76,2023-06-09,North
49313,3815,Laptop,Electronics,2,136.27,272.54,2023-06-18,West
49314,2325,Plant,Home & Garden,7,391.84,2742.88,2023-10-02,East
49315,2895,Chair,Home & Garden,7,114.78,803.46,2023-05-12,North
49316,4371,Cookbook,Books,4,50.88,203.52,2023-08-18,
49317,1919,Bicycle,Sports,6,74.34,446.04,2024-09-30,Central
49318,3568,Smartphone,Electronics,1,410.81,410.81,2023-12-15,South
49319,4211,Running Shoes,Sports,9,386.69,3480.21,2023-02-23,South
49320,3147,T-Shirt,Clothing,3,325.3,975.9,2023-04-18,Central
49321,4556,Jeans,Clothing,4,454.93,1819.72,2023-06-16,North
49322,4208,Biography,Books,6,,,2024-03-18,North
49323,1870,Tablet,Electronics,6,372.03,2232.18,2023-07-31,Central
49324,1365,Tablet,Electronics,7,45.24,316.68,2023-04-26,West
49325,4955,Running Shoes,Sports,3,,,2024-09-01,East
49326,4605,Self-Help,Books,5,332.08,1660.4,2024-01-11,East
49327,4578,Chair,Home & Garden,7,378.51,2649.57,2023-07-30,East
49328,1656,Tablet,Electronics,2,231.38,462.76,2024-07-23,South
49329,1160,Laptop,Electronics,6,158.17,949.02,2024-06-13,Central
49330,3808,Tablet,Electronics,4,442.95,1771.8,2023-05-15,Central
49331,1174,Self-Help,Books,10,320.02,3200.2,2024-12-13,Central
49332,4159,Jacket,Clothing,4,252.27,1009.08,2023-09-03,West
49333,4470,Lamp,Home & Garden,2,232.77,465.54,2024-08-04,West
49334,2503,Jacket,Clothing,4,255.73,1022.92,2024-07-12,North
49335,1544,Yoga Mat,Sports,10,170.43,1704.3,2023-04-25,North
49336,3524,Smartphone,Electronics,6,131.39,788.34,2024-07-02,East
49337,4854,Bicycle,Sports,6,376.81,2260.86,2024-09-14,North
49338,3330,Yoga Mat,Sports,6,329.53,1977.18,2024-09-24,South
49339,2761,Smartphone,Electronics,5,273.66,1368.3,2023-03-16,Central
49340,1956,Fiction Novel,Books,7,235.92,1651.44,2023-07-03,South
49341,1451,Yoga Mat,Sports,6,119.31,715.86,2023-10-27,East
49342,4695,Cookbook,Books,5,383.05,1915.25,2024-01-30,West
49343,1081,T-Shirt,Clothing,9,471.15,4240.35,2023-09-14,
49344,2236,Rug,Home & Garden,10,270.03,2700.3,2023-10-23,East
49345,1815,Lamp,Home & Garden,9,286.99,2582.91,2024-12-19,Central
49346,3567,Plant,Home & Garden,7,342.53,2397.71,2024-08-25,East
49347,3181,Plant,Home & Garden,3,438.26,1314.78,2023-02-18,East
49348,1446,Cookbook,Books,9,254.72,2292.48,2023-10-07,South
49349,3165,Jeans,Clothing,7,71.33,499.31,2024-12-01,West
49350,2619,Cookbook,Books,5,351.4,1757.0,2024-06-04,West
49351,2793,Yoga Mat,Sports,1,54.46,54.46,2024-05-19,Central
49352,4314,Laptop,Electronics,10,305.8,3058.0,2023-04-29,Central
49353,1748,Dumbbell,Sports,8,474.3,3794.4,2023-12-30,Central
49354,2173,Biography,Books,6,189.07,1134.42,2024-10-24,East
49355,2909,Running Shoes,Sports,7,427.5,2992.5,2024-11-05,East
49356,2556,Yoga Mat,Sports,6,412.0,2472.0,2024-03-09,Central
49357,1645,Running Shoes,Sports,1,439.43,439.43,2023-01-17,Central
49358,1378,Jacket,Clothing,9,172.04,1548.36,2024-04-19,Central
49359,3655,Jeans,Clothing,5,,,2023-11-04,East
49360,4013,Smartphone,Electronics,1,,,2024-02-09,West
49361,3572,Chair,Home & Garden,2,161.62,323.24,2024-10-27,Central
49362,4584,Cookbook,Books,4,437.94,1751.76,2024-10-04,West
49363,4733,Fiction Novel,Books,2,121.45,242.9,2023-10-01,South
49364,2140,Jacket,Clothing,10,291.01,2910.1,2023-08-19,North
49365,4735,Jeans,Clothing,9,125.23,1127.07,2023-04-12,West
49366,3623,Headphones,Electronics,3,118.38,355.14,2023-02-26,South
49367,1936,Biography,Books,6,348.31,2089.86,2024-10-04,West
49368,3013,Self-Help,Books,7,84.03,588.21,2024-08-12,North
49369,1661,Smartphone,Electronics,5,411.82,2059.1,2024-05-27,West
49370,2340,Tablet,Electronics,5,206.42,1032.1,2024-12-30,North
49371,1875,Running Shoes,Sports,5,486.11,2430.55,2024-02-27,South
49372,1011,Laptop,Electronics,5,277.67,1388.35,2023-01-20,North
49373,2113,Dumbbell,Sports,7,134.29,940.03,2024-01-03,Central
49374,1387,Biography,Books,10,125.52,1255.2,2024-07-31,East
49375,3130,Dumbbell,Sports,1,104.67,104.67,2024-04-03,South
49376,4023,Rug,Home & Garden,2,291.12,582.24,2024-02-19,North
49377,4833,T-Shirt,Clothing,3,297.9,893.7,2024-10-25,North
49378,2919,Yoga Mat,Sports,2,377.13,754.26,2024-03-19,Central
49379,1395,Chair,Home & Garden,2,444.33,888.66,2023-03-03,East
49380,3592,Laptop,Electronics,3,301.3,903.9,2024-10-04,South
49381,3708,Tablet,Electronics,1,67.84,67.84,2023-11-09,
49382,1639,Smartphone,Electronics,2,249.68,499.36,2023-02-15,East
49383,1099,Tablet,Electronics,7,80.18,561.26,2024-03-05,North
49384,1456,Rug,Home & Garden,2,489.14,978.28,2024-05-07,East
49385,3022,Jacket,Clothing,1,201.04,201.04,2024-05-10,North
49386,3921,Running Shoes,Sports,6,249.37,1496.22,2024-09-02,South
49387,3375,Jacket,Clothing,9,295.47,2659.23,2023-12-18,North
49388,3771,Running Shoes,Sports,2,376.83,753.66,2023-02-20,South
49389,1073,Jacket,Clothing,4,16.38,65.52,2023-05-23,South
49390,4167,Rug,Home & Garden,6,,,2023-08-02,North
49391,3139,Plant,Home & Garden,8,403.76,3230.08,2023-09-02,West
49392,3377,Laptop,Electronics,5,328.25,1641.25,2024-05-19,West
49393,2863,Cookbook,Books,10,259.23,2592.3,2023-03-05,West
49394,1174,Lamp,Home & Garden,3,73.6,220.8,2024-03-25,Central
49395,2760,Rug,Home & Garden,10,441.53,4415.3,2024-02-04,West
49396,3362,Laptop,Electronics,10,265.89,2658.9,2024-08-10,South
49397,4758,Cookbook,Books,2,343.3,686.6,2023-11-21,South
49398,4639,Chair,Home & Garden,6,254.96,1529.76,2023-03-04,North
49399,1496,Lamp,Home & Garden,6,72.84,437.04,2023-11-21,
49400,2292,Jeans,Clothing,10,18.88,188.8,2023-09-16,North
49401,1427,Yoga Mat,Sports,8,496.02,3968.16,2024-10-27,North
49402,1034,Bicycle,Sports,6,465.6,2793.6,2023-04-20,Central
49403,3166,Shoes,Clothing,3,314.72,944.16,2023-04-25,South
49404,2394,Running Shoes,Sports,10,325.95,3259.5,2023-08-27,West
49405,3972,Smartphone,Electronics,10,27.04,270.4,2024-05-30,East
49406,4639,Cookbook,Books,10,418.67,4186.7,2024-05-26,East
49407,4972,Chair,Home & Garden,3,72.6,217.8,2023-01-08,South
49408,4522,Bicycle,Sports,4,199.84,799.36,2023-09-01,Central
49409,4380,Plant,Home & Garden,8,235.89,1887.12,2024-10-04,West
49410,2380,Jeans,Clothing,5,266.17,1330.85,2023-09-23,East
49411,4447,Jeans,Clothing,2,267.17,534.34,2023-03-19,East
49412,3875,Dumbbell,Sports,10,288.71,2887.1,2024-07-18,East
49413,4176,Jeans,Clothing,8,30.01,240.08,2024-10-23,Central
49414,3437,Dumbbell,Sports,4,,,2023-03-02,South
49415,1175,Smartphone,Electronics,10,14.86,148.6,2024-01-29,East
49416,3153,Yoga Mat,Sports,7,101.59,711.13,2024-11-18,West
